responsavel_nome;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;status_da_indicacao;numero_inciso;numero_do_controle_de_execucao;no_empenho_execucao_direta;processo_de_compra;registro_de_preco;descricao_processo_de_compras;no_processo_de_compra_planejamento_de_registro_de_precos;status_do_processo_de_compra_registro_de_precos;valor_indicacao;valor_utilizado_controle;valor_empenhado;valor_liquidado;valor_pago;valor_executado;justificativa;classificacao_iot
GUSTAVO SANTANA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119545;RESOLUÇÃO SES;APROVADO;2170;7966;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
GUSTAVO SANTANA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119547;RESOLUÇÃO SES;APROVADO;435;6495;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
GUSTAVO SANTANA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119548;RESOLUÇÃO SES;APROVADO;435;6682;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
GUSTAVO SANTANA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119550;RESOLUÇÃO SES;APROVADO;435;6338;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
ELISMAR PRADO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119555;RESOLUÇÃO SES;APROVADO;396;7126;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
ELISMAR PRADO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119556;RESOLUÇÃO SES;APROVADO;396;7624;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
GUSTAVO SANTANA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119557;RESOLUÇÃO SES;APROVADO;435;5954;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
GUSTAVO SANTANA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119558;RESOLUÇÃO SES;APROVADO;435;6048;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
GUSTAVO SANTANA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119561;RESOLUÇÃO SES;APROVADO;435;6685;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
ANA PAULA SIQUEIRA;2201;INSTITUTO ESTADUAL DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO DE MINAS GERAIS;SECULT;119562;EXECUÇÃO DIRETA;REPROVADO PELO ÓRGÃO;356;14344;;Sim;Não;Contratação de empresa de Engenharia/Arquitetura para executar obras de recuperação das instalações elétricas e implantação de nova infra-estrutura para garantir o uso seguro e condições adequadas ao acervo da Capela de Nossa Senhora do Rosário, no distrito de Fidalgo, Pedro Leopoldo - MG.;2201002000040,0;CONCLUÍDO;50000,0;50000,0;0,0;0,0;0,0;;"Foram convidadas 11 (onze) empresas; uma empresa solicitou edital; edital publicado no Diário Oficial do Estado de Minas Gerais e no site do IEPHA; a empresa Restaurare enviou e-mail declinando do convite; nenhuma empresa protocolou envelopes de habilitação e proposta de preço na sede do IEPHA/MG. A Comissão declara DESERTO o Convite nº 10/2023.";outras razões de ordem técnica devidamente justificadas.
PROFESSOR IRINEU;4291;FUNDO ESTADUAL DE SAÚDE;SES;119563;RESOLUÇÃO SES;APROVADO;1318;5992;;Não;;;;;290000,0;290000,0;290000,0;290000,0;290000,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119564;RESOLUÇÃO SES;APROVADO;2242;7322;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119565;RESOLUÇÃO SES;APROVADO;2242;7371;;Não;;;;;1400000,0;1400000,0;1400000,0;1400000,0;1400000,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119566;RESOLUÇÃO SES;APROVADO;2242;7681;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119567;RESOLUÇÃO SES;APROVADO;2242;7428;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
ANTONIO CARLOS ARANTES;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;119570;CELEBRAÇÃO DE CONVÊNIO;APROVADO;2210;14600;;Não;;;;;41539,0;41539,0;41539,0;41539,0;41539,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119572;RESOLUÇÃO SES;APROVADO;2241;7216;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
ANTONIO CARLOS ARANTES;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;119573;CELEBRAÇÃO DE CONVÊNIO;APROVADO;2252;12876;;Não;;;;;41539,0;41080,2;41080,2;41080,2;41080,2;;;
ANTONIO CARLOS ARANTES;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;119575;CELEBRAÇÃO DE CONVÊNIO;APROVADO;2265;17028;;Não;;;;;36151,58;36151,58;36151,58;36151,58;36151,58;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119576;RESOLUÇÃO SES;APROVADO;2239;7044;;Não;;;;;260022,0;260022,0;260022,0;260022,0;260022,0;;;
BEATRIZ CERQUEIRA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119577;RESOLUÇÃO SES;APROVADO;1641;5801;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
ELISMAR PRADO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119579;RESOLUÇÃO SES;APROVADO;396;7140;;Não;;;;;360000,0;360000,0;360000,0;360000,0;360000,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119580;TRANSFERÊNCIA ESPECIAL;APROVADO;2134;16669;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119582;TRANSFERÊNCIA ESPECIAL;APROVADO;2144;16670;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
ELISMAR PRADO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119583;RESOLUÇÃO SES;APROVADO;396;7621;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119586;TRANSFERÊNCIA ESPECIAL;APROVADO;289;16671;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
ELISMAR PRADO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119591;RESOLUÇÃO SES;APROVADO;396;7622;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
ELISMAR PRADO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119592;RESOLUÇÃO SES;APROVADO;396;7133;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
ELISMAR PRADO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119594;RESOLUÇÃO SES;APROVADO;396;7155;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
INACIO FRANCO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119595;RESOLUÇÃO SES;APROVADO;1139;7045;;Não;;;;;304800,0;304800,0;304800,0;304800,0;304800,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119596;TRANSFERÊNCIA ESPECIAL;APROVADO;289;16672;;Não;;;;;350000,0;350000,0;350000,0;350000,0;350000,0;;;
ANTONIO CARLOS ARANTES;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;119597;CELEBRAÇÃO DE CONVÊNIO;APROVADO;2210;17029;;Não;;;;;3461,0;3461,0;3461,0;3461,0;3461,0;;;
ANTONIO CARLOS ARANTES;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;119598;CELEBRAÇÃO DE CONVÊNIO;APROVADO;2252;17030;;Não;;;;;1927,74;1824,62;1824,62;1824,62;1824,62;;;
PROFESSOR IRINEU;4291;FUNDO ESTADUAL DE SAÚDE;SES;119600;RESOLUÇÃO SES;APROVADO;713;5993;;Não;;;;;135453,0;135453,0;135453,0;135453,0;135453,0;;;
INACIO FRANCO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119602;RESOLUÇÃO SES;APROVADO;425;6400;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
INACIO FRANCO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119603;RESOLUÇÃO SES;APROVADO;425;6212;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119604;RESOLUÇÃO SES;APROVADO;2237;7043;;Não;;;;;63790,0;63790,0;63790,0;63790,0;63790,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119605;RESOLUÇÃO SES;APROVADO;2237;7040;;Não;;;;;304800,0;304800,0;304800,0;304800,0;304800,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119613;RESOLUÇÃO SES;APROVADO;2243;7778;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119614;RESOLUÇÃO SES;APROVADO;2243;7776;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119615;RESOLUÇÃO SES;APROVADO;2243;8160;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
CRISTIANO SILVEIRA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119616;RESOLUÇÃO SES;APROVADO;2205;6819;;Não;;;;;83953,0;83953,0;83953,0;83953,0;83953,0;;;
ELISMAR PRADO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119617;RESOLUÇÃO SES;APROVADO;396;7139;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119619;TRANSFERÊNCIA ESPECIAL;APROVADO;2133;16673;;Não;;;;;40000,0;40000,0;40000,0;40000,0;40000,0;;;
ELISMAR PRADO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119620;RESOLUÇÃO SES;APROVADO;396;7153;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
CELISE LAVIOLA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119621;RESOLUÇÃO SES;APROVADO;457;6114;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
ELISMAR PRADO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119622;RESOLUÇÃO SES;APROVADO;396;7156;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119623;TRANSFERÊNCIA ESPECIAL;APROVADO;289;16674;;Não;;;;;30453,0;30453,0;30453,0;30453,0;30453,0;;;
ZÉ REIS;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;SEAPA;119624;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;390;7203;138072023,0;Sim;Sim;Aquisição de microtratores;304000237,0;CONCLUÍDO;81000,0;81000,0;54000,0;54000,0;54000,0;0,0;valor licitado inferior ao valor indicado;outras razões de ordem técnica devidamente justificadas.
BETINHO PINTO COELHO;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;119625;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;2201;8593;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119626;TRANSFERÊNCIA ESPECIAL;APROVADO;289;16675;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119628;TRANSFERÊNCIA ESPECIAL;APROVADO;2143;16676;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
ZÉ REIS;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;SEAPA;119629;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;390;7205;37690012022,0;Sim;Sim;Aquisição de tanques de resfriamento de leite;3,040010003769202e+18;CONCLUÍDO;75000,0;75000,0;73520,0;73520,0;73520,0;0,0;valor licitado inferior ao valor indicado;outras razões de ordem técnica devidamente justificadas.
ELISMAR PRADO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119630;RESOLUÇÃO SES;APROVADO;523;7290;;Não;;;;;2075431,0;2075431,0;2075431,0;2075431,0;2075431,0;;;
Bloco Democracia e Luta;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;119631;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;561;8634;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119632;TRANSFERÊNCIA ESPECIAL;APROVADO;2143;16677;;Não;;;;;130000,0;130000,0;130000,0;130000,0;130000,0;;;
ZÉ REIS;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;SEAPA;119633;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;390;7092;321042022,0;Sim;Sim;Aquisição kit apicultura investimento;3,040010000321202e+18;CONCLUÍDO;30000,0;30000,0;30000,0;30000,0;30000,0;30000,0;;
ELISMAR PRADO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119635;RESOLUÇÃO SES;APROVADO;660;7291;;Não;;;;;260022,0;260022,0;260022,0;260022,0;260022,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119636;TRANSFERÊNCIA ESPECIAL;APROVADO;2143;16678;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119638;RESOLUÇÃO SES;APROVADO;474;6806;;Não;;;;;83953,0;83953,0;83953,0;83953,0;83953,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119640;RESOLUÇÃO SES;APROVADO;474;6807;;Não;;;;;83953,0;83953,0;83953,0;83953,0;83953,0;;;
CASSIO SOARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;119642;RESOLUÇÃO SES;APROVADO;2243;8192;;Não;;;;;351029,0;351029,0;351029,0;351029,0;351029,0;;;
LENINHA;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;SEAPA;119643;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;381;7200;45240042022,0;Sim;Sim;Aquisição de sementes de milho e feijão;3,040010004524202e+18;CONCLUÍDO;14000,0;14000,0;13998,6;13998,6;13998,6;13998,6;valor licitado inferior ao valor indicado;outras razões de ordem técnica devidamente justificadas.
INACIO FRANCO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119644;RESOLUÇÃO SES;APROVADO;2287;7369;;Não;;;;;2337715,0;2337715,0;2337715,0;2337715,0;2337715,0;;;
ZÉ REIS;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;SEAPA;119645;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;1867;7093;191000012022,0;Sim;Sim;Aquisição kit apicultura custeio;3,0400100019102024e+18;CONCLUÍDO;12000,0;12000,0;11830,8;11830,8;11830,8;11830,8;valor licitado inferior ao valor indicado;outras razões de ordem técnica devidamente justificadas.
CRISTIANO SILVEIRA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119646;RESOLUÇÃO SES;APROVADO;2207;6927;;Não;;;;;83953,0;83953,0;83953,0;83953,0;83953,0;;;
CELISE LAVIOLA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119647;RESOLUÇÃO SES;APROVADO;457;6544;;Não;;;;;600000,0;600000,0;600000,0;600000,0;600000,0;;;
ZÉ REIS;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;SEAPA;119648;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;1867;7201;34110012022,0;Sim;Sim;Aquisição de kit feira livre;3041000367,0;CONCLUÍDO;30000,0;30000,0;23232,9;23232,9;23232,9;23232,9;valor licitado inferior ao valor indicado;outras razões de ordem técnica devidamente justificadas.
CELISE LAVIOLA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119649;RESOLUÇÃO SES;APROVADO;457;5840;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
DUARTE BECHIR;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO - SEAPA;SEAPA;119650;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1527;7962;;Não;;;;;111376,14;111376,14;111376,14;111376,14;111376,14;;;
CRISTIANO SILVEIRA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119651;RESOLUÇÃO SES;APROVADO;2205;6947;;Não;;;;;42329,0;42329,0;42329,0;42329,0;42329,0;;;
CASSIO SOARES;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;119652;CELEBRAÇÃO DE CONVÊNIO;APROVADO;2261;12146;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
CASSIO SOARES;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;119653;CELEBRAÇÃO DE CONVÊNIO;APROVADO;2261;17009;;Não;;;;;100000,0;99998,99;99998,99;99998,99;99998,99;;;
CASSIO SOARES;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;119655;CELEBRAÇÃO DE CONVÊNIO;APROVADO;2261;17035;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
INACIO FRANCO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119656;RESOLUÇÃO SES;APROVADO;425;5969;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
INACIO FRANCO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119657;RESOLUÇÃO SES;APROVADO;2284;7368;;Não;;;;;512938,0;512938,0;512938,0;512938,0;512938,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119658;TRANSFERÊNCIA ESPECIAL;APROVADO;2136;16679;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119659;TRANSFERÊNCIA ESPECIAL;APROVADO;2133;16680;;Não;;;;;150000,0;150000,0;150000,0;150000,0;150000,0;;;
INACIO FRANCO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119660;RESOLUÇÃO SES;APROVADO;2284;7370;;Não;;;;;1500000,0;1500000,0;1500000,0;1500000,0;1500000,0;;;
CELISE LAVIOLA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119661;RESOLUÇÃO SES;APROVADO;457;6153;;Não;;;;;632508,0;632508,0;632508,0;632508,0;632508,0;;;
BETINHO PINTO COELHO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119662;RESOLUÇÃO SES;APROVADO;2227;7587;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119663;TRANSFERÊNCIA ESPECIAL;APROVADO;2136;16681;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
INACIO FRANCO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119664;RESOLUÇÃO SES;APROVADO;2286;7819;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
BETINHO PINTO COELHO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119665;RESOLUÇÃO SES;APROVADO;2231;7480;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119666;TRANSFERÊNCIA ESPECIAL;APROVADO;2136;16682;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
GUSTAVO SANTANA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119667;TRANSFERÊNCIA ESPECIAL;APROVADO;672;16683;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
ZÉ REIS;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;SEAPA;119669;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;1867;7200;45240042022,0;Sim;Sim;Aquisição de sementes de milho e feijão;3,040010004524202e+18;CONCLUÍDO;28000,0;28000,0;27982,5;27982,5;27982,5;0,0;valor licitado inferior ao valor indicado;outras razões de ordem técnica devidamente justificadas.
CELISE LAVIOLA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119670;TRANSFERÊNCIA ESPECIAL;APROVADO;1962;16684;;Não;;;;;248240,56;248240,56;248240,56;248240,56;248240,56;;;
FERNANDO PACHECO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119671;RESOLUÇÃO SES;APROVADO;2193;7755;;Não;;;;;1527540,0;1527540,0;1527540,0;1527540,0;1527540,0;;;
INACIO FRANCO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119672;RESOLUÇÃO SES;APROVADO;2290;7229;;Não;;;;;18594,0;18594,0;18594,0;18594,0;18594,0;;;
BEATRIZ CERQUEIRA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO - SEAPA;SEAPA;119673;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1691;8011;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
CRISTIANO SILVEIRA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119674;RESOLUÇÃO SES;APROVADO;2207;6948;;Não;;;;;16069,0;16069,0;16069,0;16069,0;16069,0;;;
INACIO FRANCO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119675;RESOLUÇÃO SES;APROVADO;2286;7802;;Não;;;;;144778,0;144778,0;144778,0;144778,0;144778,0;;;
BETINHO PINTO COELHO;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;119676;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;2183;8853;208,0;Sim;Sim;Adesão a RP referente a aquisição kits esportivos (redes, bolas e uniformes) conforme solicitação da área demandante.;1,4812640000242024e+16;CONCLUÍDO;50000,0;37171,4;37171,4;37171,4;0,0;37171,4;Aquisição de melhor forma pelo governo do estado.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
CELISE LAVIOLA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119677;RESOLUÇÃO SES;APROVADO;457;5900;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
CELISE LAVIOLA;4291;FUNDO ESTADUAL DE SAÚDE;SES;119678;RESOLUÇÃO SES;APROVADO;457;5985;;Não;;;;;167906,0;167906,0;167906,0;167906,0;167906,0;;;
ULYSSES GOMES;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119679;TRANSFERÊNCIA ESPECIAL;APROVADO;2175;16685;;Não;;;;;71376,14;71376,14;71376,14;71376,14;71376,14;;;
CASSIO SOARES;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;119681;CELEBRAÇÃO DE CONVÊNIO;APROVADO;174;14561;;Não;;;;;88623,86;88623,86;88623,86;88623,86;88623,86;;;
CELISE LAVIOLA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119682;TRANSFERÊNCIA ESPECIAL;APROVADO;1963;16686;;Não;;;;;2500,0;2500,0;2500,0;2500,0;2500,0;;;
INACIO FRANCO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119684;RESOLUÇÃO SES;APROVADO;2283;7228;;Não;;;;;260022,0;260022,0;260022,0;260022,0;260022,0;;;
ZÉ REIS;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;SEAPA;119685;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;1867;7199;88450022022,0;Sim;Sim;Aquisição de sementes de hortaliças;304100205,0;CONCLUÍDO;15000,0;15000,0;14850,0;14850,0;14850,0;0,0;valor licitado inferior ao valor indicado;outras razões de ordem técnica devidamente justificadas.
INACIO FRANCO;4291;FUNDO ESTADUAL DE SAÚDE;SES;119686;RESOLUÇÃO SES;APROVADO;2290;7253;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
CELISE LAVIOLA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119687;TRANSFERÊNCIA ESPECIAL;APROVADO;319;16687;;Não;;;;;124454,88;124454,88;124454,88;124454,88;124454,88;;;
CELISE LAVIOLA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119688;TRANSFERÊNCIA ESPECIAL;APROVADO;319;16688;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
CELISE LAVIOLA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119689;TRANSFERÊNCIA ESPECIAL;APROVADO;319;16689;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
CELISE LAVIOLA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119690;TRANSFERÊNCIA ESPECIAL;APROVADO;319;16690;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
CELISE LAVIOLA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119691;TRANSFERÊNCIA ESPECIAL;APROVADO;319;16691;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
CELISE LAVIOLA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119692;TRANSFERÊNCIA ESPECIAL;APROVADO;319;16692;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
CELISE LAVIOLA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119693;TRANSFERÊNCIA ESPECIAL;APROVADO;319;16693;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
CELISE LAVIOLA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;119694;TRANSFERÊNCIA ESPECIAL;APROVADO;319;16694;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
CASSIO SOARES;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;119695;CELEBRAÇÃO DE CONVÊNIO;APROVADO;174;17022;;Não;;;;;88623,86;88623,86;88623,86;88623,86;88623,86;;;
